crop,district,year,area_acre,production_mton,avg_rainfall_mm,irrigated_percent,fertilizer_kg_per_acre,tsp_kg_per_acre,urea_kg_per_acre,dap_kg_per_acre
Onion,Natore,2018,5888.35,27660.27,2905.2,59.0,128.5,39.7,41.8,22.9
Onion,Natore,2019,933.5,4032.52,2666.5,51.7,123.4,49.4,113.8,35.3
Onion,Natore,2020,1520.23,7354.97,2940.4,91.4,107.3,42.1,90.9,49.6
Onion,Natore,2021,7165.04,54377.79,2666.0,72.5,191.5,34.9,131.8,11.7
Onion,Natore,2022,2604.91,16738.87,2258.1,84.4,103.4,60.8,132.0,36.6
Onion,Natore,2023,7018.57,50233.21,2738.0,84.4,249.8,39.6,72.3,37.0
Onion,Natore,2024,2339.18,8990.53,2604.1,94.9,163.7,17.8,146.6,36.5
Onion,Natore,2025,6923.93,28180.86,2327.9,59.9,147.6,17.1,94.7,46.0
Onion,Chapainawabganj,2012,5833.01,23702.87,2545.7,59.2,206.3,16.5,78.2,11.6
Onion,Chapainawabganj,2013,4419.1,15719.72,2798.8,52.5,178.1,46.4,203.1,17.4
Onion,Chapainawabganj,2014,1826.24,11864.61,2754.1,64.6,160.4,22.9,71.7,27.1
Onion,Chapainawabganj,2015,913.2,6096.88,2942.8,63.5,121.0,12.2,154.0,36.0
Onion,Chapainawabganj,2016,5879.79,38081.41,2574.3,80.3,227.6,52.8,115.1,46.9
Onion,Chapainawabganj,2017,2260.14,15875.4,2190.0,41.2,244.6,60.7,129.8,42.5
Onion,Chapainawabganj,2018,4637.26,19114.62,2469.4,56.2,228.7,58.3,146.6,12.6
Onion,Chapainawabganj,2019,6847.94,50712.41,2785.6,60.6,85.6,57.0,176.8,18.8
Onion,Chapainawabganj,2020,2153.39,13401.66,2615.3,49.5,111.7,28.5,73.2,39.2
Onion,Chapainawabganj,2021,4417.34,40969.03,2985.0,59.2,83.7,30.5,42.1,14.8
Onion,Chapainawabganj,2022,3241.77,15096.53,2031.3,85.3,167.1,23.6,42.7,43.4
Onion,Chapainawabganj,2023,1255.68,8025.12,2453.6,52.5,222.2,49.2,157.4,25.6
Onion,Chapainawabganj,2024,3132.88,24245.88,2917.9,85.0,166.2,15.3,212.0,28.9
Onion,Chapainawabganj,2025,3777.96,22382.3,2493.0,69.4,124.0,54.9,156.9,25.3
Onion,Pabna,2012,1699.24,7380.86,2258.5,46.2,155.0,16.5,77.8,29.7
Onion,Pabna,2013,4539.83,29868.42,2901.1,87.7,149.5,33.0,91.4,16.0
Onion,Pabna,2014,7900.94,33444.97,2072.9,70.8,98.9,42.6,156.4,20.6
Onion,Pabna,2015,7121.88,52190.54,2424.2,66.5,210.5,49.6,72.1,31.8
Onion,Pabna,2016,5563.02,48117.08,2286.1,48.7,161.5,63.6,127.7,50.0
Onion,Pabna,2017,4568.3,18991.22,2091.2,93.2,203.0,29.2,85.2,43.8
Onion,Pabna,2018,2553.74,18002.46,2133.3,63.6,84.8,48.6,217.6,21.6
Onion,Pabna,2019,4559.98,28840.34,2923.5,63.3,240.9,16.8,169.4,40.5
Onion,Pabna,2020,4872.69,30238.08,2495.9,77.3,171.5,34.9,228.8,21.7
Onion,Pabna,2021,7245.08,27173.08,2702.5,61.3,68.7,12.9,48.1,36.5
Onion,Pabna,2022,6921.14,59265.43,2422.2,87.5,147.1,24.1,163.8,39.0
Onion,Pabna,2023,833.9,4754.72,2560.9,71.6,225.5,62.2,184.0,42.9
Onion,Pabna,2024,2094.51,8360.41,2843.6,42.3,89.0,17.2,58.7,15.7
Onion,Pabna,2025,7368.22,63299.65,2639.6,86.2,212.8,53.3,108.0,38.0
Onion,Rajshahi,2012,3174.32,24147.63,1616.4,53.2,99.9,10.2,194.1,43.4
Onion,Rajshahi,2013,4698.69,42173.13,1698.9,45.0,185.1,29.2,228.8,33.4
Onion,Rajshahi,2014,7557.03,41799.94,1832.2,72.4,93.6,12.3,70.0,37.3
Onion,Rajshahi,2015,6722.7,39022.45,1292.7,88.0,72.1,53.3,238.9,45.6
Onion,Rajshahi,2016,2769.48,17929.03,1259.2,76.4,230.3,21.0,184.8,54.8
Onion,Rajshahi,2017,3039.64,22614.69,1425.7,77.4,219.2,23.2,205.6,33.9
Onion,Rajshahi,2018,2227.02,7591.94,1474.9,90.8,63.0,10.4,59.2,45.4
Onion,Rajshahi,2019,6419.56,38561.96,1875.1,84.2,103.7,47.8,59.4,18.0
Onion,Rajshahi,2020,4433.3,29473.95,1732.7,75.7,100.2,34.9,49.0,27.6
Onion,Rajshahi,2021,7713.77,63190.22,1574.1,73.8,221.7,23.6,203.7,13.6
Onion,Rajshahi,2022,2785.92,26496.23,1498.3,77.1,77.6,34.2,183.4,29.1
Onion,Rajshahi,2023,6740.35,39897.64,1243.1,65.1,70.5,19.9,228.2,39.5
Onion,Rajshahi,2024,7240.93,40044.24,1549.7,64.7,102.5,31.5,191.2,44.0
Onion,Rajshahi,2025,4273.81,35657.77,1470.9,79.4,110.2,10.4,127.4,13.7
Onion,Sirajganj,2012,2899.96,17784.56,2947.8,66.3,135.1,27.9,40.8,40.4
Onion,Sirajganj,2013,3011.02,17855.33,2863.1,72.3,82.2,27.4,151.9,39.4
Onion,Sirajganj,2014,6303.54,21678.01,2269.7,71.9,128.7,51.6,207.7,50.2
Onion,Sirajganj,2015,851.1,6729.62,2468.8,93.1,181.6,56.1,216.9,41.9
Onion,Sirajganj,2016,1480.37,11737.71,2912.4,49.4,230.2,27.1,116.6,19.2
Onion,Sirajganj,2017,3804.51,31221.69,2438.5,79.7,191.2,34.9,127.5,11.2
Onion,Sirajganj,2018,4050.86,38491.53,2246.5,40.6,193.7,30.7,113.6,15.4
Onion,Sirajganj,2019,6111.14,21611.0,2361.3,78.1,107.1,29.2,65.0,10.8
Onion,Sirajganj,2020,970.09,6181.37,2406.3,77.7,190.8,17.9,141.5,39.2
Onion,Sirajganj,2021,7089.28,22769.09,2315.1,53.4,184.5,63.2,233.5,35.8
Onion,Sirajganj,2022,4537.35,19807.01,2640.9,43.8,167.5,24.6,76.6,14.3
Onion,Sirajganj,2023,7459.6,42721.36,2584.9,49.8,106.2,45.4,165.1,17.9
Onion,Sirajganj,2024,2320.64,11137.84,2651.7,61.1,190.2,33.7,205.3,24.6
Onion,Sirajganj,2025,792.17,2768.23,2722.9,53.9,225.1,46.8,170.5,33.5
Onion,Dinajpur,2012,2750.89,18364.14,2902.2,87.6,115.1,51.7,108.8,54.5
Onion,Dinajpur,2013,3061.56,10165.12,2196.1,48.7,75.6,45.0,85.7,44.2
Onion,Dinajpur,2014,1388.84,11885.3,2615.8,51.3,138.0,13.4,227.8,11.8
Onion,Dinajpur,2015,6525.12,32388.05,2241.3,66.0,167.0,32.8,59.4,41.6
Onion,Dinajpur,2016,2734.17,20387.72,2075.0,91.1,227.0,24.6,87.6,42.3
Onion,Dinajpur,2017,2524.49,10342.42,2629.0,83.0,224.2,23.9,179.4,49.1
Onion,Dinajpur,2018,1644.9,5082.56,2994.1,50.4,88.6,30.3,103.7,10.0
Onion,Dinajpur,2019,831.6,5835.92,2051.8,84.4,247.5,50.7,56.1,32.4
Onion,Dinajpur,2020,7513.1,71636.76,2680.6,94.3,88.5,26.8,64.4,42.8
Onion,Dinajpur,2021,1699.94,11923.38,2977.0,48.8,150.7,36.1,225.4,26.6
Onion,Dinajpur,2022,4109.48,23147.12,2380.9,92.6,180.5,25.0,138.5,47.2
Onion,Dinajpur,2023,7279.97,69587.81,2767.8,87.7,107.0,31.2,194.1,39.4
Onion,Dinajpur,2024,2351.83,21008.05,2869.4,61.0,101.9,51.6,55.5,34.4
Onion,Dinajpur,2025,2404.7,7327.71,2223.8,86.7,229.1,44.5,191.9,37.5
Onion,Gaibandha,2012,3398.66,26985.92,2333.8,72.3,185.7,64.4,158.8,48.0
Onion,Gaibandha,2013,6480.09,60191.74,2877.1,47.8,224.9,63.2,183.1,30.1
Onion,Gaibandha,2014,7163.96,21507.27,2453.7,48.0,139.9,40.3,109.9,11.4
Onion,Gaibandha,2015,2637.99,21295.01,2813.6,72.5,122.7,51.5,62.6,51.3
Onion,Gaibandha,2016,745.03,6809.73,2790.0,67.0,114.9,20.4,67.1,47.2
Onion,Gaibandha,2017,4579.0,42428.01,2922.2,86.5,86.9,44.9,186.3,48.5
Onion,Gaibandha,2018,6224.31,36453.47,2450.9,50.5,114.6,50.3,89.3,22.9
Onion,Gaibandha,2019,2520.55,20294.09,2655.1,54.4,144.3,18.8,75.3,36.5
Onion,Gaibandha,2020,1635.22,10958.71,2162.7,58.8,96.9,18.2,95.9,31.3
Onion,Gaibandha,2021,2831.72,27455.64,2163.9,88.3,128.8,63.5,118.3,12.6
Onion,Gaibandha,2022,6886.81,68207.41,2923.3,62.4,122.4,57.9,61.0,37.5
Onion,Gaibandha,2023,2706.16,11348.96,2723.3,67.8,162.2,22.8,138.1,37.9
Onion,Gaibandha,2024,3488.38,15256.23,2135.8,85.0,103.6,28.3,166.8,26.6
Onion,Gaibandha,2025,5925.41,37200.27,2682.7,85.4,88.9,47.3,232.3,45.0
Onion,Kurigram,2012,3277.4,25899.32,2882.7,68.8,221.5,45.7,128.1,36.5
Onion,Kurigram,2013,4143.8,36672.73,2173.6,54.1,109.7,45.7,41.8,24.6
Onion,Kurigram,2014,4006.15,12654.83,2623.0,76.8,138.7,10.3,128.6,33.7
Onion,Kurigram,2015,7463.25,45066.39,2077.8,81.0,80.8,32.7,112.5,49.9
Onion,Kurigram,2016,7859.65,59823.91,2279.1,65.9,73.4,13.9,42.4,50.1
Onion,Kurigram,2017,6578.34,45552.17,2161.5,69.0,249.6,45.3,222.5,39.3
Onion,Kurigram,2018,7888.88,56599.73,2465.6,47.6,215.9,15.4,76.1,44.9
Onion,Kurigram,2019,753.59,3647.26,2395.4,43.5,151.0,28.6,130.1,29.4
Onion,Kurigram,2020,1456.96,11886.6,2252.4,68.7,103.1,31.6,59.1,47.9
Onion,Kurigram,2021,5119.55,27096.17,2479.4,74.0,212.6,58.5,118.4,39.3
Onion,Kurigram,2022,3671.62,14544.79,2626.8,45.9,232.7,31.9,63.0,37.8
Onion,Kurigram,2023,3982.24,23268.1,2947.8,65.7,215.9,39.6,74.8,52.8
Onion,Kurigram,2024,3999.7,17346.41,2215.5,53.2,241.9,26.7,40.5,31.3
Onion,Kurigram,2025,563.95,3314.74,2023.3,88.3,162.3,46.7,146.2,48.6
Onion,Lalmonirhat,2012,1629.48,10671.37,2808.1,69.7,156.2,14.8,174.0,52.5
Onion,Lalmonirhat,2013,5920.04,22908.7,2198.1,47.7,112.1,27.3,166.5,39.5
Onion,Lalmonirhat,2014,650.06,5595.88,2233.5,49.0,111.2,29.0,186.5,12.7
Onion,Lalmonirhat,2015,7184.49,27393.31,2236.7,76.0,160.4,62.8,120.3,44.1
Onion,Lalmonirhat,2016,3481.6,33446.06,2981.8,58.0,106.5,64.2,128.6,51.8
Onion,Lalmonirhat,2017,2692.85,18494.95,2045.9,51.0,218.2,62.2,131.9,11.3
Onion,Lalmonirhat,2018,964.91,7512.1,2249.3,74.0,203.6,28.7,52.7,21.8
Onion,Lalmonirhat,2019,5760.06,31234.58,2415.4,42.9,144.9,14.3,139.9,53.6
Onion,Lalmonirhat,2020,6385.69,21482.15,2516.8,71.4,93.5,50.9,214.6,42.2
Onion,Lalmonirhat,2021,4902.83,22887.63,2608.0,87.6,175.8,21.5,156.5,10.3
Onion,Lalmonirhat,2022,695.52,2925.65,2750.1,82.4,207.7,51.1,48.8,19.6
Onion,Lalmonirhat,2023,1299.36,11696.8,2110.3,76.3,180.5,28.7,147.2,32.3
Onion,Lalmonirhat,2024,1452.79,8202.68,2651.1,93.4,155.9,23.6,40.4,19.6
Onion,Lalmonirhat,2025,1018.96,8287.3,2624.8,61.1,79.3,59.3,73.2,29.1
Onion,Nilphamari,2012,820.59,5271.5,2608.6,76.3,141.6,22.5,103.4,50.8
Onion,Nilphamari,2013,5553.59,34223.54,2494.3,43.5,101.5,34.2,238.1,38.3
Onion,Nilphamari,2014,3460.56,15102.66,2071.0,81.6,129.3,17.9,231.0,25.2
Onion,Nilphamari,2015,4972.26,46181.6,2141.3,72.3,210.7,59.6,53.5,53.7
Onion,Nilphamari,2016,4301.96,20530.45,2679.7,86.6,146.9,36.2,110.9,28.3
Onion,Nilphamari,2017,1373.73,12152.98,2116.3,73.1,147.7,38.0,125.0,30.0
Onion,Nilphamari,2018,3586.03,11251.54,2979.4,43.5,158.6,43.5,136.9,20.8
Onion,Nilphamari,2019,4048.06,35368.16,2746.0,62.5,141.1,55.0,107.5,42.6
Onion,Nilphamari,2020,4659.55,30894.01,2603.1,76.6,126.6,16.7,88.2,42.3
Onion,Nilphamari,2021,3349.21,31218.9,2122.1,62.1,142.4,20.0,165.6,20.1
Onion,Nilphamari,2022,1449.67,11673.44,2033.4,46.5,165.3,23.9,146.0,16.6
Onion,Nilphamari,2023,4634.68,15255.84,2881.4,41.6,114.2,43.8,168.2,35.6
Onion,Nilphamari,2024,681.22,5155.43,2854.0,81.6,224.6,16.7,138.9,29.7
Onion,Nilphamari,2025,683.37,4042.94,2974.9,48.1,229.7,44.2,189.4,35.8
Onion,Panchagarh,2012,7466.92,67378.14,2228.5,63.1,80.8,47.3,166.9,24.7
Onion,Panchagarh,2013,5476.12,41123.24,2553.1,58.3,156.5,52.6,71.7,47.5
Onion,Panchagarh,2014,2053.27,14118.47,2604.7,40.7,159.5,62.3,43.2,36.1
Onion,Panchagarh,2015,5845.32,45183.63,2580.8,53.9,227.2,62.9,134.5,21.9
Onion,Panchagarh,2016,3577.86,14623.25,2607.3,77.4,220.3,32.0,169.5,51.9
Onion,Panchagarh,2017,1298.76,12683.95,2660.5,61.2,128.3,58.8,174.3,49.2
Onion,Panchagarh,2018,5624.88,44901.98,2785.3,58.0,72.7,38.8,206.3,28.2
Onion,Panchagarh,2019,3328.78,17349.48,2977.3,53.2,216.6,28.5,201.0,53.0
Onion,Panchagarh,2020,534.84,1964.66,2126.5,57.9,150.8,51.5,119.3,52.8
Onion,Panchagarh,2021,933.87,6581.33,2131.8,53.0,191.0,40.2,122.8,44.6
Onion,Panchagarh,2022,6382.21,31391.01,2234.4,83.2,108.6,25.9,142.6,28.9
Onion,Panchagarh,2023,3255.63,24079.61,2919.7,78.9,109.0,61.2,188.1,20.1
Onion,Panchagarh,2024,5695.27,40321.49,2177.0,41.5,166.9,64.0,42.5,13.3
Onion,Panchagarh,2025,5530.53,37086.2,2561.3,51.4,227.3,56.6,180.9,53.6
Onion,Rangpur,2012,7163.61,27070.76,1352.0,79.9,232.8,19.6,151.2,19.7
Onion,Rangpur,2013,1926.79,6618.45,1500.7,71.8,109.9,10.3,197.5,10.7
Onion,Rangpur,2014,3473.25,25334.79,1488.8,93.1,122.4,39.5,166.5,21.0
Onion,Rangpur,2015,6697.56,47152.96,1816.6,92.0,62.5,64.9,94.0,23.0
Onion,Rangpur,2016,5212.29,26644.96,1256.6,73.1,159.7,35.9,117.2,24.1
Onion,Rangpur,2017,5211.36,43605.1,1889.3,54.4,224.8,17.6,151.1,28.8
Onion,Rangpur,2018,2593.32,14037.08,1491.1,83.3,229.8,53.3,219.3,33.0
Onion,Rangpur,2019,3145.02,14984.88,1392.0,68.5,215.3,49.2,193.6,35.9
Onion,Rangpur,2020,4597.98,21521.04,1350.9,85.6,220.4,64.0,83.4,11.1
Onion,Rangpur,2021,3728.65,28065.58,1427.8,85.0,75.8,31.5,158.5,28.7
Onion,Rangpur,2022,1921.35,14934.93,1386.9,91.4,83.0,12.3,233.1,52.7
Onion,Rangpur,2023,5570.67,42210.16,1216.4,94.4,227.4,56.2,87.6,12.2
Onion,Rangpur,2024,1083.41,9110.85,1517.0,50.7,235.2,18.0,124.4,39.5
Onion,Rangpur,2025,803.13,5608.49,1781.2,94.4,206.8,64.1,120.5,51.0
Onion,Thakurgaon,2012,4601.86,36779.96,2511.0,89.8,160.2,41.6,196.4,36.1
Onion,Thakurgaon,2013,6131.42,43240.41,2861.6,73.3,107.2,58.7,98.1,40.5
Onion,Thakurgaon,2014,2400.05,21554.59,2314.7,44.3,115.7,62.1,227.0,46.4
Onion,Thakurgaon,2015,6497.61,29534.52,2597.6,40.5,158.9,64.6,183.6,23.4
Onion,Thakurgaon,2016,5956.44,33678.72,2771.0,60.4,181.4,35.9,54.6,19.1
Onion,Thakurgaon,2017,4596.5,32933.45,2905.7,51.7,248.9,61.0,222.3,49.9
Onion,Thakurgaon,2018,2443.58,15721.28,2921.2,73.1,129.4,50.7,76.3,34.1
Onion,Thakurgaon,2019,2867.63,24733.19,2582.9,42.8,199.4,15.0,63.2,35.1
Onion,Thakurgaon,2020,6602.33,59160.38,2527.5,63.6,169.0,35.2,210.8,11.0
Onion,Thakurgaon,2021,6664.52,28735.23,2508.4,63.8,127.9,59.1,114.8,31.1
Onion,Thakurgaon,2022,5918.89,44295.47,2616.7,72.8,124.2,25.5,147.9,21.4
Onion,Thakurgaon,2023,6147.9,24184.75,2568.7,94.1,151.2,59.4,168.5,28.4
Onion,Thakurgaon,2024,7087.55,55686.63,2718.0,51.5,84.2,20.5,108.4,28.4
Onion,Thakurgaon,2025,3792.05,12675.18,2805.9,93.6,158.7,16.0,211.9,17.2
Onion,Barguna,2012,7001.93,25225.92,2413.2,53.4,156.2,17.3,141.5,17.9
Onion,Barguna,2013,2509.75,11835.12,2036.9,83.0,231.8,19.7,84.0,42.1
Onion,Barguna,2014,2107.99,20099.79,2329.6,54.2,158.4,60.0,200.8,39.5
Onion,Barguna,2015,3953.9,12111.89,2492.5,91.9,136.6,63.9,135.8,50.9
Onion,Barguna,2016,6693.83,59216.53,2908.0,77.9,198.7,38.0,57.2,31.7
Onion,Barguna,2017,7657.33,40683.28,2716.0,75.8,113.1,54.5,70.7,52.3
Onion,Barguna,2018,7236.37,45817.79,2205.3,78.4,243.5,25.4,178.2,51.3
Onion,Barguna,2019,7345.02,56232.5,2715.6,62.3,161.1,38.2,143.3,22.2
Onion,Barguna,2020,1456.91,9609.0,2057.2,55.6,225.5,43.6,229.8,25.3
Onion,Barguna,2021,1849.29,6211.02,2051.7,49.3,69.7,24.3,215.7,29.0
Onion,Barguna,2022,3604.36,11737.27,2361.0,76.3,248.8,50.8,145.1,28.7
Onion,Barguna,2023,3257.9,31910.45,2248.6,49.2,177.9,41.0,66.1,52.0
Onion,Barguna,2024,6816.99,28109.32,2706.0,73.6,81.3,35.0,169.4,46.3
Onion,Barguna,2025,3307.57,15450.89,2686.7,58.6,177.3,41.5,113.7,11.2
Onion,Barisal,2012,6486.83,42347.37,2967.2,77.8,91.2,16.7,231.3,49.2
Onion,Barisal,2013,4052.75,18872.51,2863.4,76.4,181.8,34.9,101.0,39.7
Onion,Barisal,2014,7447.56,67163.77,2203.6,92.3,144.7,29.6,128.2,46.0
Onion,Barisal,2015,5836.61,54577.65,2207.4,85.1,136.5,20.7,203.7,41.5
Onion,Barisal,2016,2707.93,22202.28,2089.2,92.9,190.6,63.2,84.7,17.2
Onion,Barisal,2017,4147.19,29129.47,2402.9,71.7,132.0,25.7,93.4,18.5
Onion,Barisal,2018,3703.72,31791.0,2052.5,41.7,64.6,20.5,133.9,43.0
Onion,Barisal,2019,1317.18,8968.64,2402.0,77.7,64.6,11.2,191.1,46.2
Onion,Barisal,2020,6142.81,28370.36,2331.3,72.2,237.8,53.6,165.7,10.3
Onion,Barisal,2021,4755.43,15017.54,2109.9,42.7,173.9,33.9,109.4,28.0
Onion,Barisal,2022,6856.45,46175.09,2063.7,94.9,127.1,31.8,162.1,33.7
Onion,Barisal,2023,2740.21,16840.99,2881.6,57.3,88.3,46.2,199.9,19.6
Onion,Barisal,2024,5758.88,19095.73,2761.1,92.5,216.8,50.0,207.3,14.3
Onion,Barisal,2025,3459.17,25269.4,2193.9,89.4,100.4,10.3,152.1,10.4
Onion,Bhola,2012,1197.76,5657.58,2958.0,61.3,185.7,36.8,122.2,42.3
Onion,Bhola,2013,5333.3,36266.99,2555.4,50.7,156.1,16.8,110.4,22.5
Onion,Bhola,2014,6240.14,42156.3,2991.8,59.5,72.5,10.7,69.0,48.0
Onion,Bhola,2015,4775.4,20583.96,2527.3,52.8,101.0,19.2,122.3,29.2
Onion,Bhola,2016,1448.11,13295.97,2313.9,46.6,78.2,39.3,194.2,31.7
Onion,Bhola,2017,7123.4,23089.34,2196.5,94.0,243.7,33.9,205.3,51.8
Onion,Bhola,2018,5341.89,17941.17,2595.9,55.7,206.7,23.1,165.9,28.2
Onion,Bhola,2019,4131.99,40573.17,2401.2,77.8,94.9,21.8,196.4,23.8
Onion,Bhola,2020,909.4,2979.35,2434.0,57.3,74.8,22.5,216.6,30.3
Onion,Bhola,2021,582.29,5547.38,2387.0,69.0,99.1,34.1,144.3,54.3
Onion,Bhola,2022,7786.95,76889.08,2365.9,57.7,197.5,21.0,144.1,13.7
Onion,Bhola,2023,5109.3,33522.89,2345.1,55.2,71.4,21.9,176.6,45.8
Onion,Bhola,2024,2693.24,20998.93,2587.2,58.2,223.9,47.2,227.0,36.8
Onion,Bhola,2025,1333.04,11402.52,2903.4,44.0,248.8,50.5,57.9,46.7
Onion,Jhalokati,2012,1130.71,7102.8,2746.0,41.1,167.5,18.8,113.4,12.8
Onion,Jhalokati,2013,5993.56,28198.13,2908.5,63.3,141.9,31.0,57.2,49.8
Onion,Jhalokati,2014,1992.5,19675.24,2709.7,58.3,83.9,46.6,169.5,23.7
Onion,Jhalokati,2015,3791.58,21335.6,2869.3,44.0,215.8,33.0,93.0,21.9
Onion,Jhalokati,2016,6035.66,32807.3,2510.1,70.9,182.4,27.7,187.6,52.4
Onion,Jhalokati,2017,4203.5,15571.38,2516.1,80.3,63.5,53.6,99.0,30.1
Onion,Jhalokati,2018,6819.54,23645.1,2083.9,88.3,76.4,45.1,235.9,20.4
Onion,Jhalokati,2019,6789.12,67460.69,2563.1,49.1,113.1,24.1,191.8,12.9
Onion,Jhalokati,2020,6420.34,34824.35,2926.6,92.2,165.9,59.1,95.7,53.1
Onion,Jhalokati,2021,5873.16,45471.77,2924.5,76.9,168.2,14.6,141.1,30.8
Onion,Jhalokati,2022,2680.31,25106.19,2112.8,63.2,151.9,65.0,128.2,43.4
Onion,Jhalokati,2023,5137.17,35580.59,2797.5,91.2,163.8,59.2,199.8,52.8
Onion,Jhalokati,2024,6883.21,39876.77,2788.3,62.2,144.5,10.7,171.5,13.3
Onion,Jhalokati,2025,5186.04,16447.85,2391.1,58.7,234.8,64.2,130.2,47.1
Onion,Patuakhali,2012,600.9,3500.02,2900.1,54.5,115.1,28.3,141.0,17.5
Onion,Patuakhali,2013,5526.52,34633.07,2489.4,57.4,170.4,63.1,127.2,47.5
Onion,Patuakhali,2014,4232.78,26958.56,2382.1,77.8,86.2,35.7,229.2,42.4
Onion,Patuakhali,2015,6286.04,42629.45,2492.3,58.1,94.9,34.1,121.3,29.2
Onion,Patuakhali,2016,6125.09,43063.42,2093.8,68.9,182.3,20.2,179.5,27.7
Onion,Patuakhali,2017,1841.89,10927.3,2536.0,42.8,98.4,19.6,90.2,29.4
Onion,Patuakhali,2018,4071.23,34159.15,2155.6,68.0,232.4,51.4,83.1,18.0
Onion,Patuakhali,2019,1126.11,9247.33,2872.2,74.4,130.5,38.9,135.7,31.7
Onion,Patuakhali,2020,1023.66,6125.74,2538.2,50.2,212.9,14.5,122.1,13.7
Onion,Patuakhali,2021,1213.66,8152.99,2751.4,54.8,82.6,42.9,134.5,26.9
Onion,Patuakhali,2022,7636.93,34585.03,2184.1,44.7,158.3,37.3,87.3,40.6
Onion,Patuakhali,2023,2245.6,18848.84,2889.2,42.0,195.2,21.1,171.8,12.7
Onion,Patuakhali,2024,2528.44,11294.92,2121.8,80.7,95.9,47.3,97.4,20.2
Onion,Patuakhali,2025,2935.86,18776.11,2808.2,48.5,85.1,22.9,223.6,10.8
Onion,Pirojpur,2012,4878.72,24233.18,2478.8,58.5,118.0,38.9,187.8,52.2
Onion,Pirojpur,2013,5634.35,44655.64,2331.7,44.6,174.7,10.1,198.2,47.3
Onion,Pirojpur,2014,3886.02,29254.92,2286.0,59.1,129.7,25.7,70.9,51.7
Onion,Pirojpur,2015,7911.77,59883.59,2540.9,87.7,218.9,63.1,61.9,26.9
Onion,Pirojpur,2016,946.81,5616.01,2861.3,49.7,76.0,41.6,201.5,15.6
Onion,Pirojpur,2017,7195.38,36005.2,2020.8,50.9,71.6,51.9,214.6,27.5
Onion,Pirojpur,2018,4778.04,30005.77,2410.6,61.5,177.8,34.1,204.4,26.3
Onion,Pirojpur,2019,4742.73,36631.31,2809.2,48.7,135.0,47.5,70.6,32.7
Onion,Pirojpur,2020,4252.76,20967.59,2578.4,86.6,196.9,42.9,73.9,13.4
Onion,Pirojpur,2021,7142.86,40079.56,2638.8,70.9,174.1,26.9,175.3,36.3
Onion,Pirojpur,2022,3165.66,30669.39,2687.4,80.7,179.9,33.2,203.7,30.4
Onion,Pirojpur,2023,6387.42,46071.39,2493.8,54.5,210.6,39.1,173.2,37.8
Onion,Pirojpur,2024,6040.99,32471.54,2990.5,75.9,151.7,36.2,109.5,29.1
Onion,Pirojpur,2025,821.6,5892.19,2172.9,43.9,62.1,57.5,144.8,43.1
Onion,Bandarban,2012,2499.08,13823.87,2553.1,56.7,62.0,64.2,175.1,49.6
Onion,Bandarban,2013,5104.17,20252.61,2089.8,59.6,115.6,11.0,122.0,30.1
Onion,Bandarban,2014,2771.8,25514.13,2338.5,82.5,176.7,27.9,166.5,50.7
Onion,Bandarban,2015,3721.77,32538.18,2956.5,53.2,198.5,42.4,209.2,28.0
Onion,Bandarban,2016,2235.98,18359.7,2908.7,54.4,212.0,28.1,228.9,29.0
Onion,Bandarban,2017,2545.3,21935.48,2595.2,59.0,160.6,47.4,169.6,44.4
Onion,Bandarban,2018,6210.36,54162.81,2275.7,52.8,227.0,23.3,135.6,11.9
Onion,Bandarban,2019,2803.8,18582.53,2422.8,73.1,84.6,38.8,200.1,29.2
Onion,Bandarban,2020,2404.73,21180.23,2700.4,43.6,87.7,11.5,174.8,28.4
Onion,Bandarban,2021,1435.22,13220.74,2572.7,90.6,90.1,35.6,118.9,25.5
Onion,Bandarban,2022,1472.03,12547.36,2064.8,60.9,155.0,38.4,125.0,14.1
Onion,Bandarban,2023,1383.99,7588.34,2296.8,48.8,128.6,24.8,197.0,17.5
Onion,Bandarban,2024,7947.85,38770.16,2484.6,88.5,86.4,47.8,189.5,48.9
Onion,Bandarban,2025,2004.25,15019.17,2695.6,49.6,180.2,32.3,142.6,10.7
Onion,Brahmanbaria,2012,3475.89,11463.15,2988.0,69.2,69.3,25.6,154.6,45.2
Onion,Brahmanbaria,2013,7725.19,31952.33,2583.4,88.0,245.0,37.8,84.5,25.6
Onion,Brahmanbaria,2014,3131.22,27830.9,2398.6,69.9,124.9,50.8,93.6,28.5
Onion,Brahmanbaria,2015,4307.36,13160.39,2995.0,76.4,79.5,37.1,56.1,51.0
Onion,Brahmanbaria,2016,3661.24,24051.67,2958.8,84.2,199.4,58.0,174.8,38.0
Onion,Brahmanbaria,2017,4939.56,48389.61,2678.5,51.1,223.4,56.2,148.9,48.2
Onion,Brahmanbaria,2018,5065.63,49316.64,2097.3,73.0,224.8,32.4,119.4,39.8
Onion,Brahmanbaria,2019,3279.63,30285.72,2766.4,92.0,109.7,47.2,171.8,46.9
Onion,Brahmanbaria,2020,575.6,5339.1,2396.1,47.7,229.6,17.4,56.8,10.6
Onion,Brahmanbaria,2021,5513.3,35429.06,2670.2,50.6,184.9,55.9,210.7,11.1
Onion,Brahmanbaria,2022,2671.2,8877.55,2340.1,82.6,194.1,15.5,95.1,40.5
Onion,Brahmanbaria,2023,4265.13,28390.31,2637.9,94.2,205.4,16.9,223.1,39.4
